Mobiliti azonosító	Töltőpont neve	Kapacitás	power_level	connection_type	Teljesítmény (Type 2)	Darab (Type 2)	Teljesítmény (CCS)	Darab (CCS)	Teljesítmény (CHAdeMO)	Darab (CHAdeMO)	Irányító szám	Település	Cím	GPS koordináták	price
10341	10341 - Eger, II. Rákóczi Ferenc utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					3300	Eger	II. Rákóczi Ferenc utca 100.	47.925064, 20.369514	100 Ft/kWh
10342	10342 - Eger, II. Rákóczi Ferenc utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					3300	Eger	II. Rákóczi Ferenc utca 100.	47.924943, 20.369545	100 Ft/kWh
10343	10343 - Miskolc, Szentpéteri kapu - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					3526	Miskolc	Szentpéteri kapu 103.	48.127394, 20.782846	100 Ft/kWh
10344	10344 - Miskolc, Szentpéteri kapu - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					3526	Miskolc	Szentpéteri kapu 103.	48.127417, 20.782942	100 Ft/kWh
10345	10345 - Nyíregyháza, Pazonyi út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					4400	Nyíregyháza	Pazonyi út 36.	47.971802, 21.737700	100 Ft/kWh
10346	10346 - Nyíregyháza, Pazonyi út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					4400	Nyíregyháza	Pazonyi út 36.	47.971770, 21.737556	100 Ft/kWh
10347	10347 - Budaörs, Kinizsi út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2040	Budaörs	Kinizsi út 1-3.	47.450834, 18.963827	100 Ft/kWh
10348	10348 - Budaörs, Kinizsi út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2040	Budaörs	Kinizsi út 1-3.	47.450940, 18.963808	100 Ft/kWh
10349	10349 - Budapest, Bécsi út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1037	Budapest	Bécsi út 258.	47.562293, 19.021330	100 Ft/kWh
10350	10350 - Budapest, Bécsi út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1037	Budapest	Bécsi út 258.	47.562236, 19.021401	100 Ft/kWh
10351	10351 - Sárvár, Alkotmány utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					9600	Sárvár	Alkotmány utca 16. (Csónakázó tó parkoló)	47.247398, 16.940525	100 Ft/kWh
10354	10354 - Sárvár Gyógyfürdő - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					9600	Sárvár	Vadkert körút 1.	47.24724, 16.948503	100 Ft/kWh
10355	10355 - Auchan Savoya park - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1117	Budapest	Hunyadi János út 19.	47.435296, 19.039277	100 Ft/kWh
10356	10356 - Auchan Savoya park - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1117	Budapest	Hunyadi János út 19.	47.435207, 19.039244	100 Ft/kWh
13001	13001 - Budapest, Málna utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1011	Budapest	Málna utca	47.506937, 19.035218	100 Ft/kWh
13002	13002 - Budapest, Szilágyi Dezső tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1011	Budapest	Szilágyi Dezső tér	47.504178, 19.038829	100 Ft/kWh
13003	13003 - Budapest, Hadnagy utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1013	Budapest	Hadnagy utca 8.	47.49093, 19.043716	100 Ft/kWh
13004	13004 - Budapest, Naphegy utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1016	Budapest	Naphegy utca 65.	47.492192, 19.036927	100 Ft/kWh
13005	13005 - Budapest, Gellérthegy utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1016	Budapest	Gellérthegy utca 36.	47.494577, 19.035178	100 Ft/kWh
13006	13006 - Budapest, Krisztina körút - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1016	Budapest	Krisztina körút 99.	47.495043, 19.035276	100 Ft/kWh
13007	13007 - Budapest, Ürömi utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1023	Budapest	Ürömi utca 66.	47.527936, 19.032983	100 Ft/kWh
13008	13008 - Budapest, Frankel Leó utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1023	Budapest	Frankel Leó utca 53.	47.521969, 19.037186	100 Ft/kWh
13009	13009 - Budapest, Frankel Leó utca (Lukács Gyógyfürdő) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1023	Budapest	Frankel Leó utca (Lukács Gyógyfürdő) 27.	47.517365, 19.036464	100 Ft/kWh
13010	13010 - Budapest, Árpád fejedelem útja - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1023	Budapest	Árpád fejedelem útja 12.	47.520968, 19.03792	100 Ft/kWh
13011	13011 - Budapest, Csatárka utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1025	Budapest	Csatárka utca 49.	47.530077, 19.009047	100 Ft/kWh
13012	13012 - Budapest, Gábor Áron utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1026	Budapest	Gábor Áron utca 74-76.	47.522225, 19.0148	100 Ft/kWh
13013	13013 - Budapest, Szabadság-Közsgégház utca torkolat - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1028	Budapest	Szabadság-Közsgégház utcatorkolat	47.561074, 18.960337	100 Ft/kWh
13014	13014 - Budapest, Rezeda utca (Bánffy György emlékpark) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1028	Budapest	Rezeda utca (Bánffy György emlékpark)	47.544883, 18.96433	100 Ft/kWh
13015	13015 - Budapest, Rozgonyi Piroska utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1031	Budapest	Rozgonyi Piroska utca 26.	47.574024, 19.061871	100 Ft/kWh
13016	13016 - Budapest, Torma Károly utca (Bécsi tér) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1031	Budapest	Torma Károly utca (Bécsi tér)	47.56955, 19.04915	100 Ft/kWh
13017	13017 - Budapest, Záhony utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1031	Budapest	Záhony utca 4.	47.561441, 19.050067	100 Ft/kWh
13018	13018 - Budapest, Kanóc utca (Vitorla utca) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1031	Budapest	Kanóc utca (Vitorla utca)	47.569663, 19.056719	100 Ft/kWh
13019	13019 - Budapest, Ágoston utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1032	Budapest	Ágoston utca 4.	47.545977, 19.031736	100 Ft/kWh
13020	13020 - Budapest, Törzs utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1032	Budapest	Törzs utca 2.	47.543029, 19.036586	100 Ft/kWh
13021	13021 - Budapest, Szérűskert utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1033	Budapest	Szérűskert utca 39.	47.557687, 19.043593	100 Ft/kWh
13022	13022 - Budapest, Kerék utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1035	Budapest	Kerék utca 36.	47.5489, 19.042514	100 Ft/kWh
13023	13023 - Budapest, Goldberger Leó utca (Tél utca) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1036	Budapest	Goldberger Leó utca (Tél utca)	47.536825, 19.045659	100 Ft/kWh
13024	13024 - Budapest, Lajos utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1036	Budapest	Lajos utca 109.	47.534186, 19.042625	100 Ft/kWh
13025	13025 - Budapest, Kiskorona utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1036	Budapest	Kiskorona utca	47.53873, 19.042791	100 Ft/kWh
13026	13026 - Budapest, Kubik utca (Opel Maxabo mellett) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1037	Budapest	Kubik utca (Opel Maxabo mellett)	47.561463, 19.022306	100 Ft/kWh
13027	13027 - Budapest, Bálint György utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1039	Budapest	Bálint György utca 2.	47.600103, 19.063574	100 Ft/kWh
13028	13028 - Budapest, Zsirai Miklós  utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1039	Budapest	Zsirai Miklós  utca 15.	47.600538, 19.047476	100 Ft/kWh
13029	13029 - Budapest, Pünkösdfürdő utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1039	Budapest	Pünkösdfürdő utca 3.	47.594345, 19.067432	100 Ft/kWh
13030	13030 - Budapest, Nyár utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1041	Budapest	Nyár utca 24.	47.558619, 19.103398	100 Ft/kWh
13031	13031 - Budapest, Petőfi utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1042	Budapest	Petőfi utca 35.	47.560242, 19.096446	100 Ft/kWh
13032	13032 - Budapest, Király utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1044	Budapest	Király utca 9.	47.562243, 19.092474	100 Ft/kWh
13033	13033 - Budapest, Óradna utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1044	Budapest	Óradna utca 2/a	47.593948, 19.106234	100 Ft/kWh
13034	13034 - Budapest, Megyeri út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1044	Budapest	Megyeri út 4.	47.574991, 19.082998	100 Ft/kWh
13035	13035 - Budapest, Budapest Károly körút - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1052	Budapest	Budapest Károly körút 20.	47.495684, 19.058591	100 Ft/kWh
13036	13036 - Budapest, Kodály körönd - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1062	Budapest	Kodály körönd 1.	47.509826, 19.070663	100 Ft/kWh
13037	13037 - Budapest, Andrássy út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1062	Budapest	Andrássy út 121.	47.513292, 19.075772	100 Ft/kWh
13038	13038 - Budapest, Városligeti Fasor - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1068	Budapest	Városligeti Fasor 18.	47.50915, 19.075733	100 Ft/kWh
13039	13039 - Budapest, Damjanich utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1071	Budapest	Damjanich utca 20.	47.50694, 19.07642	100 Ft/kWh
13040	13040 - Budapest, Jósika utca (Rózsa utca) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1077	Budapest	Jósika utca (Rózsa utca) 36.	47.505486, 19.07192	100 Ft/kWh
13041	13041 - Budapest, Marek József utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1078	Budapest	Marek József utca 40.	47.507065, 19.08418	100 Ft/kWh
13042	13042 - Budapest, Baross utca (Rigó utca) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1085	Budapest	Baross utca (Rigó utca)	47.489675, 19.072832	100 Ft/kWh
13043	13043 - Budapest, Ecseri út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1095	Budapest	Ecseri út 2.	47.470677, 19.109523	100 Ft/kWh
13044	13044 - Budapest, Füzér utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1102	Budapest	Füzér utca	47.484154, 19.130655	100 Ft/kWh
13045	13045 - Budapest, Maláta utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1102	Budapest	Maláta utca 6.	47.491125, 19.139516	100 Ft/kWh
13046	13046 - Budapest, Gergely utca (Martinovics tér) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1103	Budapest	Gergely utca (Martinovics tér)	47.481463, 19.133056	100 Ft/kWh
13047	13047 - Budapest, Szárnyas utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1107	Budapest	Szárnyas utca 14.	47.468864, 19.120455	100 Ft/kWh
13048	13048 - Budapest, Oltó utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1108	Budapest	Oltó utca 2.	47.470144, 19.158271	100 Ft/kWh
13049	13049 - Budapest, Gazdagréti út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1112	Budapest	Gazdagréti út	47.469553, 18.995424	100 Ft/kWh
13050	13050 - Budapest, Ajnácskő utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1113	Budapest	Ajnácskő utca 14-18.	47.473257, 19.026345	100 Ft/kWh
13051	13051 - Budapest, Bártfai utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1115	Budapest	Bártfai utca 36.	47.467943, 19.034752	100 Ft/kWh
13052	13052 - Budapest, Fehérvári út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1117	Budapest	Fehérvári út 50.	47.469323, 19.044814	100 Ft/kWh
13053	13053 - Budapest, Bogdánfy utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1117	Budapest	Bogdánfy utca 3.	47.472855, 19.056369	100 Ft/kWh
13054	13054 - Budapest, Irinyi József utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1117	Budapest	Irinyi József utca 47.	47.474229, 19.053093	100 Ft/kWh
13055	13055 - Budapest, Somlói út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1118	Budapest	Somlói út	47.486421, 19.03244	100 Ft/kWh
13056	13056 - Budapest, Rétköz utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1118	Budapest	Rétköz utca 27.	47.46904, 19.002513	100 Ft/kWh
13057	13057 - Budapest, Rege út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1121	Budapest	Rege út 21.	47.495115, 18.978768	100 Ft/kWh
13058	13058 - Budapest, Mártonhegyi út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1121	Budapest	Mártonhegyi út	47.496961, 18.990014	100 Ft/kWh
13059	13059 - Budapest, Maros utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1122	Budapest	Maros utca 30.	47.505421, 19.020842	100 Ft/kWh
13060	13060 - Budapest, Thomán István utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1124	Budapest	Thomán István utca 1.	47.495233, 19.0028	100 Ft/kWh
13061	13061 - Budapest, Sashegyi út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1124	Budapest	Sashegyi út	47.485772, 19.016124	100 Ft/kWh
13062	13062 - Budapest, Szendrő utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1125	Budapest	Szendrő utca 52.	47.502582, 19.002222	100 Ft/kWh
13063	13063 - Budapest, Virányos út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1125	Budapest	Virányos út 46.	47.515837, 18.99201	100 Ft/kWh
13064	13064 - Budapest, Csipke út a - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1125	Budapest	Csipke úta 1.	47.507093, 18.987573	100 Ft/kWh
13065	13065 - Budapest, Szarvas Gábor út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1125	Budapest	Szarvas Gábor út 59.	47.51706, 18.985552	100 Ft/kWh
13066	13066 - Budapest, Tahi utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1131	Budapest	Tahi utca 102.	47.537132, 19.08889	100 Ft/kWh
13067	13067 - Budapest, Szabolcs utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1134	Budapest	Szabolcs utca 6.	47.516927, 19.066232	100 Ft/kWh
13068	13068 - Budapest, Petneházy utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1135	Budapest	Petneházy utcaa 77.	47.531431, 19.086296	100 Ft/kWh
13069	13069 - Budapest, Szobor utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1138	Budapest	Szobor utca 2.	47.551711, 19.074858	100 Ft/kWh
13070	13070 - Budapest, Váci út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1138	Budapest	Váci úta 132.	47.534573, 19.066818	100 Ft/kWh
13071	13071 - Budapest, Bessenyei utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1139	Budapest	Bessenyei utca	47.522393, 19.057095	100 Ft/kWh
13072	13072 - Budapest, Mogyoródi út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1141	Budapest	Mogyoródi út 137.	47.518922, 19.132882	100 Ft/kWh
13073	13073 - Budapest, Vezér utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1144	Budapest	Vezér utca 36.	47.509948, 19.142894	100 Ft/kWh
13074	13074 - Budapest, Róna utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1145	Budapest	Róna utca 189.	47.520063, 19.103232	100 Ft/kWh
13075	13075 - Budapest, Lőcsei út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1147	Budapest	Lőcsei út 40.	47.52042, 19.11409	100 Ft/kWh
13076	13076 - Budapest, Pillangó park - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1149	Budapest	Pillangó park 3-5.	47.503552, 19.122099	100 Ft/kWh
13077	13077 - Budapest, Eötvös utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1153	Budapest	Eötvös utca 61.	47.557261, 19.113367	100 Ft/kWh
13078	13078 - Budapest, Bácska utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1153	Budapest	Bácska utca 4.	47.563029, 19.118022	100 Ft/kWh
13079	13079 - Budapest, Kontyfa utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1156	Budapest	Kontyfa utca 1.	47.54662, 19.139012	100 Ft/kWh
13080	13080 - Budapest, Zsókavár utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1157	Budapest	Zsókavár utca 10.	47.542045, 19.14234	100 Ft/kWh
13081	13081 - Budapest, Adria utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1158	Budapest	Adria utca	47.534744, 19.133928	100 Ft/kWh
13082	13082 - Budapest, Zöldséges utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1162	Budapest	Zöldséges utca 11.	47.530871, 19.199452	100 Ft/kWh
13083	13083 - Budapest, Segesvár utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1162	Budapest	Segesvár utca	47.530999, 19.16783	100 Ft/kWh
13084	13084 - Budapest, Havashalom utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1163	Budapest	Havashalom utca	47.515465, 19.169647	100 Ft/kWh
13085	13085 - Budapest, Szabadföld út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1164	Budapest	Szabadföld út 73.	47.530403, 19.236038	100 Ft/kWh
13086	13086 - Budapest, Bökényföldi út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1165	Budapest	Bökényföldi út 25.	47.510452, 19.206	100 Ft/kWh
13087	13087 - Budapest, Hegyalatti utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1171	Budapest	Hegyalatti utca 2.	47.469086, 19.292842	100 Ft/kWh
13088	13088 - Budapest, Szent Imre utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1172	Budapest	Szent Imre utca 62-64.	47.491995, 19.283714	100 Ft/kWh
13089	13089 - Budapest, Pesti út a - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1172	Budapest	Pesti úta 22.	47.483915, 19.236526	100 Ft/kWh
13090	13090 - Budapest, 525. tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1172	Budapest	525. tér 525.	47.48211, 19.218983	100 Ft/kWh
13091	13091 - Budapest, Pesti út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1173	Budapest	Pesti út 113.	47.481079, 19.246406	100 Ft/kWh
13092	13092 - Budapest, Bányapart utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1174	Budapest	Bányapart utca 24.	47.46979, 19.244784	100 Ft/kWh
13093	13093 - Budapest, Margó Tivadar (Bókay kert bejárat) utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1181	Budapest	Margó Tivadar (Bókay kert bejárat) utca	47.433947, 19.176862	100 Ft/kWh
13094	13094 - Budapest, Nefelejcs utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1183	Budapest	Nefelejcs utca 89.	47.447215, 19.190772	100 Ft/kWh
13095	13095 - Budapest, Gulner Gyula utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1183	Budapest	Gulner Gyula utca 1-5.	47.440178, 19.189575	100 Ft/kWh
13096	13096 - Budapest, Kisfaludy utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1188	Budapest	Kisfaludy utca 33.	47.409959, 19.192474	100 Ft/kWh
13097	13097 - Budapest, Vak Bottyán utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1191	Budapest	Vak Bottyán utca 31.	47.461862, 19.14627	100 Ft/kWh
13098	13098 - Budapest, Batthyány utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1191	Budapest	Batthyány utca 42.	47.452614, 19.143254	100 Ft/kWh
13099	13099 - Budapest, Corvin körút - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1191	Budapest	Corvin körút 7-13.	47.46084, 19.133137	100 Ft/kWh
13100	13100 - Budapest, Kossuth tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1191	Budapest	Kossuth tér 8.	47.459286, 19.145324	100 Ft/kWh
13101	13101 - Budapest, Pannónia utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1192	Budapest	Pannónia utca 2.	47.46319, 19.127	100 Ft/kWh
13102	13102 - Budapest, Topánka utca/Baross utca sarok - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1203	Budapest	Topánka utca/Baross utca sarok	47.437162, 19.097675	100 Ft/kWh
13103	13103 - Budapest, Orsolya utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1204	Budapest	Orsolya utca 60.	47.428612, 19.127123	100 Ft/kWh
13104	13104 - Budapest, Petz Ferenc utca (Csepel pláza parkoló) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1211	Budapest	Petz Ferenc utca (Csepel pláza parkoló)	47.42372, 19.068438	100 Ft/kWh
13105	13105 - Budapest, Akácfa utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1212	Budapest	Akácfa utca 23.	47.412963, 19.06209	100 Ft/kWh
13106	13106 - Budapest, Hollandi út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1213	Budapest	Hollandi út 8.	47.412872, 19.097365	100 Ft/kWh
13107	13107 - Budapest, Dunadűlő út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1214	Budapest	Dunadűlő út 5.	47.424022, 19.089181	100 Ft/kWh
13108	13108 - Budapest, Városház tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1221	Budapest	Városház tér 4.	47.427486, 19.039778	100 Ft/kWh
13109	13109 - Budapest, Promontor utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1222	Budapest	Promontor utca 89.	47.42135, 19.0294	100 Ft/kWh
13110	13110 - Budapest, Tűzliliom utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1223	Budapest	Tűzliliom utca 39.	47.406291, 19.008672	100 Ft/kWh
13111	13111 - Budapest, Szentháromság utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1225	Budapest	Szentháromság utca	47.392896, 18.986331	100 Ft/kWh
13112	13112 - Budapest, Nagytétényi út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1225	Budapest	Nagytétényi út 31-33.	47.409058, 19.020801	100 Ft/kWh
13113	13113 - Budapest, Ördögszekér utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1237	Budapest	Ördögszekér utca	47.416513, 19.133059	100 Ft/kWh
13114	13114 - Budapest, Erzsébet utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1238	Budapest	Erzsébet utca	47.402518, 19.112722	100 Ft/kWh
13115	13115 - Budapest, Hősök tere - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1239	Budapest	Hősök tere 21-27.	47.399277, 19.117476	100 Ft/kWh
13116	13116 - Visegrád, Fő utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2025	Visegrád	Fő utca 75.	47.789828, 18.970922	100 Ft/kWh
13117	13117 - Visegrád, Fő utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2025	Visegrád	Fő utca 75.	47.78978, 18.970788	100 Ft/kWh
13118	13118 - Érd, Béke tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2030	Érd	Béke tér 91.	47.377066, 18.921875	100 Ft/kWh
13119	13119 - Érd, Felső utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2030	Érd	Felső utca 43.	47.372926, 18.921013	100 Ft/kWh
13120	13120 - Solymár, Pilisvörösvári utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2083	Solymár	Pilisvörösvári utca 6.	47.593189, 18.937846	100 Ft/kWh
13121	13121 - Telki, Szajkó utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2089	Telki	Szajkó utca 2.	47.541983, 18.828456	100 Ft/kWh
13122	13122 - Budakeszi, Fő utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2092	Budakeszi	Fő utca 100.	47.513812, 18.932756	100 Ft/kWh
13123	13123 - Vácrátót, Kossuth utca (Petőfi tér) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2163	Vácrátót	Kossuth utca (Petőfi tér) 7.	47.70991, 19.233641	100 Ft/kWh
13124	13124 - Vác, Dr. Csányi László körút - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2600	Vác	Dr. Csányi László körút 52.	47.779159, 19.13455	100 Ft/kWh
13125	13125 - Bicske, Kossuth Lajos utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2060	Bicske	Kossuth Lajos Utca	47.492385, 18.634275	100 Ft/kWh
13126	13126 - Dunaújváros, Szabadság út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2400	Dunaújváros	Szabadság út	46.965673, 18.916517	100 Ft/kWh
13127	13127 - Martonvásár, Kodály Zoltán utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2462	Martonvásár	Kodály Zoltán utca	47.314834, 18.78623	100 Ft/kWh
13128	13128 - Kápolnásnyék, Vörösmarty utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2475	Kápolnásnyék	Vörösmarty utca 2.	47.238657, 18.673881	100 Ft/kWh
13129	13129 - Velence, Velence Tópart utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2481	Velence	Velence Tópart utca	47.228947, 18.663313	100 Ft/kWh
13130	13130 - Gárdony-Agárd, Fürdő tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2483	Gárdony-Agárd	Fürdő tér 1.	47.189536, 18.623184	100 Ft/kWh
13131	13131 - Gárdony-Agárd, Szabadság utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2483	Gárdony-Agárd	Szabadság utca	47.206206, 18.62668	100 Ft/kWh
